complaint_id,complaint_text,category,sentiment_label,polarity_score,priority,source
C0268,I would like to know the schedule for the checkout formalities?,Hostel/Accommodation,neutral,0.0,Medium,synth
C0269,Requesting information about the photocopying policy?,Library,neutral,0.0,Medium,synth
C0270,Warning signs were clear but the water supply in Block C has never been repaired and no one from the office follows up- this is getting frustrating.,Hostel/Accommodation,neutral,0.0,High,synth
C0271,Great news that the updated orientation week we really valued the support.,General/Suggestion,positive,0.4,Low,synth
C0272,Very pleased that the welcoming office tone we really valued the support.,Faculty/Staff Behavior,positive,0.4,Low,synth
C0273,"Is there any form for the guest speaker scheduling If possible, share the office address as well.",General/Suggestion,neutral,0.0,Medium,synth
C0274,It can no longer be ignored that the afternoon lunch service has never been repaired and students have already reported it- kindly look into it at the earliest.,Canteen/Food,negative,-0.4,High,synth
C0275,May I know the current status of the checkout formalities?,Hostel/Accommodation,neutral,0.0,Medium,synth
C0276,Please share the relevant circular for the anonymous feedback process Are walk ins accepted?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C0277,Warning signs were clear but the notice board space has never been repaired and students have already reported it- this is getting frustrating.,General/Suggestion,neutral,0.0,High,synth
C0278,Warning signs were clear but the cleanliness of the serving counters stopped working again and nothing has been done yet!,Canteen/Food,neutral,0.0,High,synth
C0279,The condition of the approach of the examination cell keeps getting delayed since the start of the semester!,Faculty/Staff Behavior,negative,-0.4,Medium,synth
C0280,Kindly confirm the required documents for library membership for part time students Does it require prior appointment?,Library,neutral,0.0,Low,synth
C0281,"Honestly, nothing improves while the reading room lights has degraded further over time again this month!",Library,neutral,0.2,Medium,synth
C0282,Refreshing to note that the revised study structure and the effort shows.,Academic,positive,0.35,Low,synth
C0283,Really appreciate that the quality control checks and the effort shows.,Canteen/Food,positive,0.4,Low,synth
C0284,Good to see that the renovated boundary walls- thanks to the concerned team.,Infrastructure,positive,0.8,Low,synth
C0285,Please guide me on the steps for the refund window for missed meals Are walk ins accepted?,Canteen/Food,neutral,0.0,Medium,synth
C0286,It bothers us every day that the book drop counter is not up to the expected standard with no date for repair available- this is getting frustrating.,Library,neutral,0.0,Medium,synth
C0287,Very pleased that the smoother login experience and the turnaround was quick.,IT/Technical,positive,0.4,Low,synth
C0288,Students here are badly affected because the placement cell handling has degraded further over time since the start of the semester- please take it seriously.,Faculty/Staff Behavior,neutral,-0.2,Medium,synth
C0289,Great news that the friendly admission responses- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
C0290,Grateful to finally see the cleaner serving counters and the effort shows.,Canteen/Food,positive,0.4,Low,synth
C0291,It can no longer be ignored that the afternoon lunch service stopped working again and students have already reported it- this is getting frustrating.,Canteen/Food,negative,-0.4,High,synth
C0292,May I know the current status of the elective selection procedure Does it require prior appointment?,Academic,neutral,0.0,Low,synth
C0293,Could you clarify the process for the grievance register location Are walk ins accepted?,Library,neutral,0.0,Low,synth
C0294,"Could you explain how the VPN account request process If possible, share the office address as well.",IT/Technical,neutral,0.0,Low,synth
C0295,Is there any form for the checkout formalities Are walk ins accepted?,Hostel/Accommodation,neutral,0.0,Medium,synth
C0296,It can no longer be ignored that the result verification desktops is out of order since morning and nothing has been done yet- this is getting frustrating.,Examination,negative,-0.4,High,synth
C0297,Kindly update the current policy for the room transfer form Does it require prior appointment?,Hostel/Accommodation,neutral,0.0,Medium,synth
C0298,Happy to report that the upgraded catalogue search and the effort shows.,Library,positive,0.4,Low,synth
C0299,It can no longer be ignored that the printer kiosks in the eastern annex has never been repaired and no one from the office follows up!,Library,negative,-0.4,High,synth
C0300,Great news that the prompt replies of the faculty panel and the turnaround was quick.,Faculty/Staff Behavior,positive,0.4,Low,synth
C0301,Could you point me to the right authority for the club funding rules Does it require prior appointment?,General/Suggestion,neutral,0.0,Low,synth
C0302,May I know the current status of the maintenance refund window?,Hostel/Accommodation,neutral,0.0,Medium,synth
C0303,I would like to know the schedule for the attendance reversal window?,Academic,neutral,0.0,Medium,synth
C0304,Seeking clarification on the revaluation deadline?,Examination,neutral,0.0,Medium,synth
C0305,Good to see that the transparent re-evaluation process- thanks to the concerned team.,Examination,positive,0.8,Low,synth
C0306,Warning signs were clear but the afternoon lunch service remains completely unavailable and students have already reported it!,Canteen/Food,neutral,-0.2,High,synth
C0307,Kindly update the current policy for the grievance escalation steps Are walk ins accepted?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C0308,Still facing the issue that the fee receipt correction window keeps getting delayed despite repeated complaints- kindly look into it at the earliest.,Administrative,negative,-0.8,Medium,synth
C0309,I have tried several times but the hostel room fans is still not working with no date for repair available!,Hostel/Accommodation,negative,-0.4,Medium,synth
C0310,Satisfied that the fair seating assistance- thanks to the concerned team.,Faculty/Staff Behavior,positive,0.8,Low,synth
C0311,Warning signs were clear but the syllabus update notifications stopped working again and nothing has been done yet- kindly look into it at the earliest.,Academic,neutral,0.0,High,synth
C0312,It bothers us every day that the suggestion box locations is still not working again this month- please take it seriously.,General/Suggestion,negative,-0.8,Medium,synth
C0313,Warning signs were clear but the single sign on portal stopped working again and students have already reported it- kindly look into it at the earliest.,IT/Technical,neutral,0.0,High,synth
C0314,May I know the current status of the data restore procedure Are walk ins accepted?,IT/Technical,neutral,0.0,Low,synth
C0315,May I know the current status of the notice board permission process?,General/Suggestion,neutral,0.0,Low,synth
C0316,Could you point me to the right authority for the licence approval process Does it require prior appointment?,IT/Technical,neutral,0.0,Low,synth
C0317,It can no longer be ignored that the reference section fans stopped working again and nothing has been done yet- this is getting frustrating.,Library,negative,-0.4,High,synth
C0318,Great news that the responsive suggestions committee- our sincere thanks.,General/Suggestion,positive,0.8,Low,synth
C0319,This is a serious problem: the behaviour of the front desk clerk remains completely unavailable and nothing has been done yet- this is getting frustrating.,Faculty/Staff Behavior,negative,-1.0,High,synth
C0320,Is there any form for the lighting upgrade schedule Does it require prior appointment?,Infrastructure,neutral,0.0,Medium,synth
C0321,Still facing the issue that the biometric login scanner has not been fixed despite requests for almost two weeks now- this is getting frustrating.,IT/Technical,neutral,0.2,Medium,synth
C0322,This is at least the third time that the invigilation duty roster has degraded further over time with no date for repair available- kindly look into it at the earliest.,Examination,neutral,0.0,Medium,synth
C0323,"I would like to know the schedule for the room transfer form If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C0324,"Requesting information about the support ticket hours If possible, share the office address as well.",IT/Technical,neutral,0.0,Medium,synth
C0325,Grateful to finally see the helpful records section- our sincere thanks.,Administrative,positive,0.8,Low,synth
C0326,Impressed that the freshly painted zebra crossings and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C0327,It truly helps that the updated lab computers- the improvement is visible.,IT/Technical,positive,0.4,Low,synth
C0328,I have tried several times but the photocopy counters has not been fixed despite requests for almost two weeks now- please take it seriously.,Library,neutral,0.0,Medium,synth
C0329,It truly helps that the courteous support at the helpdesk- the improvement is visible.,Faculty/Staff Behavior,positive,0.4,Low,synth
C0330,Happy to report that the courteous support at the helpdesk- the improvement is visible.,Faculty/Staff Behavior,positive,0.8,Low,synth
